class	variable	value
Unknown	Histoplasma capsulatum 122_p_10_B	0.029849478
MITE/DTC	Histoplasma capsulatum 122_p_10_B	0
MITE/DTH	Histoplasma capsulatum 122_p_10_B	7.84e-6
MITE/DTT	Histoplasma capsulatum 122_p_10_B	0
LTR/TRIM	Histoplasma capsulatum 122_p_10_B	0
TIR/PiggyBac	Histoplasma capsulatum 122_p_10_B	1.63e-4
LTR/Copia_1	Histoplasma capsulatum 122_p_10_B	0
LTR/Copia_2	Histoplasma capsulatum 122_p_10_B	0
LTR/Copia_4	Histoplasma capsulatum 122_p_10_B	0
LTR/Gypsy_1	Histoplasma capsulatum 122_p_10_B	0
LTR/Gypsy_2	Histoplasma capsulatum 122_p_10_B	0
LTR/Gypsy_3	Histoplasma capsulatum 122_p_10_B	0
DNAauto/Helitron	Histoplasma capsulatum 122_p_10_B	0
DNAnona/Helitron	Histoplasma capsulatum 122_p_10_B	0
LTR/Solo	Histoplasma capsulatum 122_p_10_B	0
MITE/DTA	Histoplasma capsulatum 122_p_10_B	0
Satellite	Histoplasma capsulatum 122_p_10_B	0
DNA/DTA	Histoplasma capsulatum 136_P_07	0
DNA/DTC	Histoplasma capsulatum 136_P_07	2.88e-4
DNA/DTH	Histoplasma capsulatum 136_P_07	0
DNA/DTM	Histoplasma capsulatum 136_P_07	0.004042299
DNA/DTT	Histoplasma capsulatum 136_P_07	2.59e-5
DNA/Helitron	Histoplasma capsulatum 136_P_07	0.003685989
LINE/unknown	Histoplasma capsulatum 136_P_07	0
LTR/Copia	Histoplasma capsulatum 136_P_07	1.79e-4
LTR/Gypsy	Histoplasma capsulatum 136_P_07	4.1e-4
LTR/unknown	Histoplasma capsulatum 136_P_07	7.79e-4
Low_complexity	Histoplasma capsulatum 136_P_07	0.003275644
MITE/DTM	Histoplasma capsulatum 136_P_07	7.88e-5
Simple_repeat	Histoplasma capsulatum 136_P_07	0.012904939
TIR/Tc1_Mariner	Histoplasma capsulatum 136_P_07	1.73e-4
Unknown	Histoplasma capsulatum 136_P_07	0.033107953
MITE/DTC	Histoplasma capsulatum 136_P_07	0
MITE/DTH	Histoplasma capsulatum 136_P_07	0
MITE/DTT	Histoplasma capsulatum 136_P_07	0
LTR/TRIM	Histoplasma capsulatum 136_P_07	2.8e-6
TIR/PiggyBac	Histoplasma capsulatum 136_P_07	0
LTR/Copia_1	Histoplasma capsulatum 136_P_07	0
LTR/Copia_2	Histoplasma capsulatum 136_P_07	0
LTR/Copia_4	Histoplasma capsulatum 136_P_07	0
LTR/Gypsy_1	Histoplasma capsulatum 136_P_07	0
LTR/Gypsy_2	Histoplasma capsulatum 136_P_07	0
LTR/Gypsy_3	Histoplasma capsulatum 136_P_07	0
DNAauto/Helitron	Histoplasma capsulatum 136_P_07	0
DNAnona/Helitron	Histoplasma capsulatum 136_P_07	0
LTR/Solo	Histoplasma capsulatum 136_P_07	0
MITE/DTA	Histoplasma capsulatum 136_P_07	0
Satellite	Histoplasma capsulatum 136_P_07	0
DNA/DTA	Histoplasma capsulatum 144_p_08	0
DNA/DTC	Histoplasma capsulatum 144_p_08	6.5e-4
DNA/DTH	Histoplasma capsulatum 144_p_08	3.07e-4
DNA/DTM	Histoplasma capsulatum 144_p_08	0.002772169
DNA/DTT	Histoplasma capsulatum 144_p_08	2.82e-5
DNA/Helitron	Histoplasma capsulatum 144_p_08	0.00226913
LINE/unknown	Histoplasma capsulatum 144_p_08	0.001007843
LTR/Copia	Histoplasma capsulatum 144_p_08	1.97e-4
LTR/Gypsy	Histoplasma capsulatum 144_p_08	4.25e-4
LTR/unknown	Histoplasma capsulatum 144_p_08	0.002458259
Low_complexity	Histoplasma capsulatum 144_p_08	0.003289504
MITE/DTM	Histoplasma capsulatum 144_p_08	5.24e-4
Simple_repeat	Histoplasma capsulatum 144_p_08	0.012917668
TIR/Tc1_Mariner	Histoplasma capsulatum 144_p_08	2.02e-4
Unknown	Histoplasma capsulatum 144_p_08	0.03006477
MITE/DTC	Histoplasma capsulatum 144_p_08	0
MITE/DTH	Histoplasma capsulatum 144_p_08	0
MITE/DTT	Histoplasma capsulatum 144_p_08	0
LTR/TRIM	Histoplasma capsulatum 144_p_08	2.82e-6
TIR/PiggyBac	Histoplasma capsulatum 144_p_08	0
LTR/Copia_1	Histoplasma capsulatum 144_p_08	0
LTR/Copia_2	Histoplasma capsulatum 144_p_08	0
LTR/Copia_4	Histoplasma capsulatum 144_p_08	0
LTR/Gypsy_1	Histoplasma capsulatum 144_p_08	0
LTR/Gypsy_2	Histoplasma capsulatum 144_p_08	0
LTR/Gypsy_3	Histoplasma capsulatum 144_p_08	0
DNAauto/Helitron	Histoplasma capsulatum 144_p_08	0
DNAnona/Helitron	Histoplasma capsulatum 144_p_08	0
LTR/Solo	Histoplasma capsulatum 144_p_08	0
MITE/DTA	Histoplasma capsulatum 144_p_08	0
Satellite	Histoplasma capsulatum 144_p_08	0
DNA/DTA	Histoplasma capsulatum 1517_p_17	0
DNA/DTC	Histoplasma capsulatum 1517_p_17	9.37e-5
DNA/DTH	Histoplasma capsulatum 1517_p_17	0
DNA/DTM	Histoplasma capsulatum 1517_p_17	0.001902878
DNA/DTT	Histoplasma capsulatum 1517_p_17	2.58e-5
DNA/Helitron	Histoplasma capsulatum 1517_p_17	0.002150517
LINE/unknown	Histoplasma capsulatum 1517_p_17	1.65e-4
LTR/Copia	Histoplasma capsulatum 1517_p_17	2.09e-4
LTR/Gypsy	Histoplasma capsulatum 1517_p_17	4.53e-4
LTR/unknown	Histoplasma capsulatum 1517_p_17	0.00234883
Low_complexity	Histoplasma capsulatum 1517_p_17	0.003329575
MITE/DTM	Histoplasma capsulatum 1517_p_17	7.83e-5
Simple_repeat	Histoplasma capsulatum 1517_p_17	0.012892349000000001
TIR/Tc1_Mariner	Histoplasma capsulatum 1517_p_17	7.56e-4
Unknown	Histoplasma capsulatum 1517_p_17	0.032194533
MITE/DTC	Histoplasma capsulatum 1517_p_17	0
MITE/DTH	Histoplasma capsulatum 1517_p_17	7.82e-6
MITE/DTT	Histoplasma capsulatum 1517_p_17	0
LTR/TRIM	Histoplasma capsulatum 1517_p_17	2.79e-6
TIR/PiggyBac	Histoplasma capsulatum 1517_p_17	0
LTR/Copia_1	Histoplasma capsulatum 1517_p_17	0
LTR/Copia_2	Histoplasma capsulatum 1517_p_17	0
LTR/Copia_4	Histoplasma capsulatum 1517_p_17	0
LTR/Gypsy_1	Histoplasma capsulatum 1517_p_17	0
LTR/Gypsy_2	Histoplasma capsulatum 1517_p_17	0
LTR/Gypsy_3	Histoplasma capsulatum 1517_p_17	0
DNAauto/Helitron	Histoplasma capsulatum 1517_p_17	0
DNAnona/Helitron	Histoplasma capsulatum 1517_p_17	0
LTR/Solo	Histoplasma capsulatum 1517_p_17	0
MITE/DTA	Histoplasma capsulatum 1517_p_17	0
Satellite	Histoplasma capsulatum 1517_p_17	0
DNA/DTA	Histoplasma capsulatum 256_P_18	0
DNA/DTC	Histoplasma capsulatum 256_P_18	2.85e-4
DNA/DTH	Histoplasma capsulatum 256_P_18	0
DNA/DTM	Histoplasma capsulatum 256_P_18	0.002692597
DNA/DTT	Histoplasma capsulatum 256_P_18	2.59e-5
DNA/Helitron	Histoplasma capsulatum 256_P_18	0.002245975
LINE/unknown	Histoplasma capsulatum 256_P_18	9.35e-4
LTR/Copia	Histoplasma capsulatum 256_P_18	1.98e-4
LTR/Gypsy	Histoplasma capsulatum 256_P_18	4.63e-4
LTR/unknown	Histoplasma capsulatum 256_P_18	0.002651734
Low_complexity	Histoplasma capsulatum 256_P_18	0.003300746
MITE/DTM	Histoplasma capsulatum 256_P_18	7.83e-5
Simple_repeat	Histoplasma capsulatum 256_P_18	0.013139235
TIR/Tc1_Mariner	Histoplasma capsulatum 256_P_18	8.84e-4
Unknown	Histoplasma capsulatum 256_P_18	0.033405717
MITE/DTC	Histoplasma capsulatum 256_P_18	0
MITE/DTH	Histoplasma capsulatum 256_P_18	7.85e-6
MITE/DTT	Histoplasma capsulatum 256_P_18	0
LTR/TRIM	Histoplasma capsulatum 256_P_18	2.8e-6
TIR/PiggyBac	Histoplasma capsulatum 256_P_18	0
LTR/Copia_1	Histoplasma capsulatum 256_P_18	0
LTR/Copia_2	Histoplasma capsulatum 256_P_18	0
LTR/Copia_4	Histoplasma capsulatum 256_P_18	0
LTR/Gypsy_1	Histoplasma capsulatum 256_P_18	0
LTR/Gypsy_2	Histoplasma capsulatum 256_P_18	0
LTR/Gypsy_3	Histoplasma capsulatum 256_P_18	0
DNAauto/Helitron	Histoplasma capsulatum 256_P_18	0
DNAnona/Helitron	Histoplasma capsulatum 256_P_18	0
LTR/Solo	Histoplasma capsulatum 256_P_18	0
MITE/DTA	Histoplasma capsulatum 256_P_18	0
Satellite	Histoplasma capsulatum 256_P_18	0
DNA/DTA	Histoplasma capsulatum 316_p_10	0
DNA/DTC	Histoplasma capsulatum 316_p_10	2.84e-4
DNA/DTH	Histoplasma capsulatum 316_p_10	0
DNA/DTM	Histoplasma capsulatum 316_p_10	0.001770025
DNA/DTT	Histoplasma capsulatum 316_p_10	2.58e-5
DNA/Helitron	Histoplasma capsulatum 316_p_10	0.002976988
LINE/unknown	Histoplasma capsulatum 316_p_10	0
LTR/Copia	Histoplasma capsulatum 316_p_10	0
LTR/Gypsy	Histoplasma capsulatum 316_p_10	4.1e-4
LTR/unknown	Histoplasma capsulatum 316_p_10	0.002975695
Low_complexity	Histoplasma capsulatum 316_p_10	0.003314553
MITE/DTM	Histoplasma capsulatum 316_p_10	7.8e-5
Simple_repeat	Histoplasma capsulatum 316_p_10	0.012729174
TIR/Tc1_Mariner	Histoplasma capsulatum 316_p_10	4.26e-4
Unknown	Histoplasma capsulatum 316_p_10	0.032013919
MITE/DTC	Histoplasma capsulatum 316_p_10	0
MITE/DTH	Histoplasma capsulatum 316_p_10	7.83e-6
MITE/DTT	Histoplasma capsulatum 316_p_10	0
LTR/TRIM	Histoplasma capsulatum 316_p_10	2.79e-6
TIR/PiggyBac	Histoplasma capsulatum 316_p_10	0
LTR/Copia_1	Histoplasma capsulatum 316_p_10	0
LTR/Copia_2	Histoplasma capsulatum 316_p_10	0
LTR/Copia_4	Histoplasma capsulatum 316_p_10	0
LTR/Gypsy_1	Histoplasma capsulatum 316_p_10	0
LTR/Gypsy_2	Histoplasma capsulatum 316_p_10	0
LTR/Gypsy_3	Histoplasma capsulatum 316_p_10	0
DNAauto/Helitron	Histoplasma capsulatum 316_p_10	0
DNAnona/Helitron	Histoplasma capsulatum 316_p_10	0
LTR/Solo	Histoplasma capsulatum 316_p_10	0
MITE/DTA	Histoplasma capsulatum 316_p_10	0
Satellite	Histoplasma capsulatum 316_p_10	0
DNA/DTA	Histoplasma capsulatum 327_P_12	0
DNA/DTC	Histoplasma capsulatum 327_P_12	2.86e-4
DNA/DTH	Histoplasma capsulatum 327_P_12	0
DNA/DTM	Histoplasma capsulatum 327_P_12	0.002904504
DNA/DTT	Histoplasma capsulatum 327_P_12	2.6e-5
DNA/Helitron	Histoplasma capsulatum 327_P_12	0.001946454
LINE/unknown	Histoplasma capsulatum 327_P_12	0.001036659
LTR/Copia	Histoplasma capsulatum 327_P_12	1.9e-4
LTR/Gypsy	Histoplasma capsulatum 327_P_12	4.38e-4
LTR/unknown	Histoplasma capsulatum 327_P_12	0.002727835
Low_complexity	Histoplasma capsulatum 327_P_12	0.003316931
MITE/DTM	Histoplasma capsulatum 327_P_12	1.5e-5
Simple_repeat	Histoplasma capsulatum 327_P_12	0.012831484
TIR/Tc1_Mariner	Histoplasma capsulatum 327_P_12	1.15e-4
Unknown	Histoplasma capsulatum 327_P_12	0.031785076
MITE/DTC	Histoplasma capsulatum 327_P_12	0
MITE/DTH	Histoplasma capsulatum 327_P_12	0
MITE/DTT	Histoplasma capsulatum 327_P_12	0
LTR/TRIM	Histoplasma capsulatum 327_P_12	0
TIR/PiggyBac	Histoplasma capsulatum 327_P_12	0
LTR/Copia_1	Histoplasma capsulatum 327_P_12	0
LTR/Copia_2	Histoplasma capsulatum 327_P_12	0
LTR/Copia_4	Histoplasma capsulatum 327_P_12	0
LTR/Gypsy_1	Histoplasma capsulatum 327_P_12	0
LTR/Gypsy_2	Histoplasma capsulatum 327_P_12	0
LTR/Gypsy_3	Histoplasma capsulatum 327_P_12	0
DNAauto/Helitron	Histoplasma capsulatum 327_P_12	0
DNAnona/Helitron	Histoplasma capsulatum 327_P_12	0
LTR/Solo	Histoplasma capsulatum 327_P_12	0
MITE/DTA	Histoplasma capsulatum 327_P_12	0
Satellite	Histoplasma capsulatum 327_P_12	0
DNA/DTA	Histoplasma capsulatum 343_p_18	0
DNA/DTC	Histoplasma capsulatum 343_p_18	2.83e-4
DNA/DTH	Histoplasma capsulatum 343_p_18	0
DNA/DTM	Histoplasma capsulatum 343_p_18	0.001734338
DNA/DTT	Histoplasma capsulatum 343_p_18	2.57e-5
DNA/Helitron	Histoplasma capsulatum 343_p_18	0.001468925
LINE/unknown	Histoplasma capsulatum 343_p_18	9.14e-4
LTR/Copia	Histoplasma capsulatum 343_p_18	1.77e-4
LTR/Gypsy	Histoplasma capsulatum 343_p_18	4.24e-4
LTR/unknown	Histoplasma capsulatum 343_p_18	0.003079119
Low_complexity	Histoplasma capsulatum 343_p_18	0.003290447
MITE/DTM	Histoplasma capsulatum 343_p_18	8.53e-5
Simple_repeat	Histoplasma capsulatum 343_p_18	0.012998768
TIR/Tc1_Mariner	Histoplasma capsulatum 343_p_18	3.68e-4
Unknown	Histoplasma capsulatum 343_p_18	0.032227261
MITE/DTC	Histoplasma capsulatum 343_p_18	0
MITE/DTH	Histoplasma capsulatum 343_p_18	7.8e-6
MITE/DTT	Histoplasma capsulatum 343_p_18	0
LTR/TRIM	Histoplasma capsulatum 343_p_18	0
TIR/PiggyBac	Histoplasma capsulatum 343_p_18	0
LTR/Copia_1	Histoplasma capsulatum 343_p_18	0
LTR/Copia_2	Histoplasma capsulatum 343_p_18	0
LTR/Copia_4	Histoplasma capsulatum 343_p_18	0
LTR/Gypsy_1	Histoplasma capsulatum 343_p_18	0
LTR/Gypsy_2	Histoplasma capsulatum 343_p_18	0
LTR/Gypsy_3	Histoplasma capsulatum 343_p_18	0
DNAauto/Helitron	Histoplasma capsulatum 343_p_18	0
DNAnona/Helitron	Histoplasma capsulatum 343_p_18	0
LTR/Solo	Histoplasma capsulatum 343_p_18	0
MITE/DTA	Histoplasma capsulatum 343_p_18	0
Satellite	Histoplasma capsulatum 343_p_18	0
DNA/DTA	Histoplasma capsulatum 388_p_11	0
DNA/DTC	Histoplasma capsulatum 388_p_11	2.85e-4
DNA/DTH	Histoplasma capsulatum 388_p_11	0
DNA/DTM	Histoplasma capsulatum 388_p_11	0.001590422
DNA/DTT	Histoplasma capsulatum 388_p_11	2.58e-5
DNA/Helitron	Histoplasma capsulatum 388_p_11	0.002407082
LINE/unknown	Histoplasma capsulatum 388_p_11	0
LTR/Copia	Histoplasma capsulatum 388_p_11	2.08e-4
LTR/Gypsy	Histoplasma capsulatum 388_p_11	4.21e-4
LTR/unknown	Histoplasma capsulatum 388_p_11	0.002753725
Low_complexity	Histoplasma capsulatum 388_p_11	0.003336759
MITE/DTM	Histoplasma capsulatum 388_p_11	7.82e-5
Simple_repeat	Histoplasma capsulatum 388_p_11	0.012772399
TIR/Tc1_Mariner	Histoplasma capsulatum 388_p_11	2.83e-4
Unknown	Histoplasma capsulatum 388_p_11	0.031317786
MITE/DTC	Histoplasma capsulatum 388_p_11	0
MITE/DTH	Histoplasma capsulatum 388_p_11	7.84e-6
MITE/DTT	Histoplasma capsulatum 388_p_11	0
LTR/TRIM	Histoplasma capsulatum 388_p_11	2.8e-6
TIR/PiggyBac	Histoplasma capsulatum 388_p_11	0
LTR/Copia_1	Histoplasma capsulatum 388_p_11	0
LTR/Copia_2	Histoplasma capsulatum 388_p_11	0
LTR/Copia_4	Histoplasma capsulatum 388_p_11	0
LTR/Gypsy_1	Histoplasma capsulatum 388_p_11	0
LTR/Gypsy_2	Histoplasma capsulatum 388_p_11	0
LTR/Gypsy_3	Histoplasma capsulatum 388_p_11	0
DNAauto/Helitron	Histoplasma capsulatum 388_p_11	0
DNAnona/Helitron	Histoplasma capsulatum 388_p_11	0
LTR/Solo	Histoplasma capsulatum 388_p_11	0
MITE/DTA	Histoplasma capsulatum 388_p_11	0
Satellite	Histoplasma capsulatum 388_p_11	0
DNA/DTA	Histoplasma capsulatum ES2_83Z	0
DNA/DTC	Histoplasma capsulatum ES2_83Z	0.001992432
DNA/DTH	Histoplasma capsulatum ES2_83Z	6e-4
DNA/DTM	Histoplasma capsulatum ES2_83Z	0.002683489
DNA/DTT	Histoplasma capsulatum ES2_83Z	0
DNA/Helitron	Histoplasma capsulatum ES2_83Z	0.001543262
LINE/unknown	Histoplasma capsulatum ES2_83Z	0.015826398
LTR/Copia	Histoplasma capsulatum ES2_83Z	2.31e-4
LTR/Gypsy	Histoplasma capsulatum ES2_83Z	0.061430365
LTR/unknown	Histoplasma capsulatum ES2_83Z	0.151864399
Low_complexity	Histoplasma capsulatum ES2_83Z	0.002987462
MITE/DTM	Histoplasma capsulatum ES2_83Z	3.19e-5
Simple_repeat	Histoplasma capsulatum ES2_83Z	0.010970376
TIR/Tc1_Mariner	Histoplasma capsulatum ES2_83Z	0
Unknown	Histoplasma capsulatum ES2_83Z	0.048565807
MITE/DTC	Histoplasma capsulatum ES2_83Z	1.04e-4
MITE/DTH	Histoplasma capsulatum ES2_83Z	0
MITE/DTT	Histoplasma capsulatum ES2_83Z	2.17e-5
LTR/TRIM	Histoplasma capsulatum ES2_83Z	0
TIR/PiggyBac	Histoplasma capsulatum ES2_83Z	4.27e-4
LTR/Copia_1	Histoplasma capsulatum ES2_83Z	0
LTR/Copia_2	Histoplasma capsulatum ES2_83Z	0
LTR/Copia_4	Histoplasma capsulatum ES2_83Z	0
LTR/Gypsy_1	Histoplasma capsulatum ES2_83Z	0
LTR/Gypsy_2	Histoplasma capsulatum ES2_83Z	0
LTR/Gypsy_3	Histoplasma capsulatum ES2_83Z	0
DNAauto/Helitron	Histoplasma capsulatum ES2_83Z	0
DNAnona/Helitron	Histoplasma capsulatum ES2_83Z	0
LTR/Solo	Histoplasma capsulatum ES2_83Z	0
MITE/DTA	Histoplasma capsulatum ES2_83Z	0
Satellite	Histoplasma capsulatum ES2_83Z	0
DNA/DTA	Histoplasma capsulatum ES2_85Z	0
DNA/DTC	Histoplasma capsulatum ES2_85Z	0.020636205
DNA/DTH	Histoplasma capsulatum ES2_85Z	0
DNA/DTM	Histoplasma capsulatum ES2_85Z	7.68e-4
DNA/DTT	Histoplasma capsulatum ES2_85Z	0
DNA/Helitron	Histoplasma capsulatum ES2_85Z	0.00271374
LINE/unknown	Histoplasma capsulatum ES2_85Z	0.012750871
LTR/Copia	Histoplasma capsulatum ES2_85Z	0.00861519
LTR/Gypsy	Histoplasma capsulatum ES2_85Z	0.011100558
LTR/unknown	Histoplasma capsulatum ES2_85Z	0.170285821
Low_complexity	Histoplasma capsulatum ES2_85Z	0.003151678
MITE/DTM	Histoplasma capsulatum ES2_85Z	1.07e-4
Simple_repeat	Histoplasma capsulatum ES2_85Z	0.01182
TIR/Tc1_Mariner	Histoplasma capsulatum ES2_85Z	4.76e-4
Unknown	Histoplasma capsulatum ES2_85Z	0.038292813
MITE/DTC	Histoplasma capsulatum ES2_85Z	1.6e-4
MITE/DTH	Histoplasma capsulatum ES2_85Z	0
MITE/DTT	Histoplasma capsulatum ES2_85Z	2.09e-5
LTR/TRIM	Histoplasma capsulatum ES2_85Z	0
TIR/PiggyBac	Histoplasma capsulatum ES2_85Z	0
LTR/Copia_1	Histoplasma capsulatum ES2_85Z	0
LTR/Copia_2	Histoplasma capsulatum ES2_85Z	0
LTR/Copia_4	Histoplasma capsulatum ES2_85Z	0
LTR/Gypsy_1	Histoplasma capsulatum ES2_85Z	0
LTR/Gypsy_2	Histoplasma capsulatum ES2_85Z	0
LTR/Gypsy_3	Histoplasma capsulatum ES2_85Z	0
DNAauto/Helitron	Histoplasma capsulatum ES2_85Z	0
DNAnona/Helitron	Histoplasma capsulatum ES2_85Z	0
LTR/Solo	Histoplasma capsulatum ES2_85Z	0
MITE/DTA	Histoplasma capsulatum ES2_85Z	0
Satellite	Histoplasma capsulatum ES2_85Z	0
DNA/DTA	Histoplasma capsulatum ES2_86Z	5.79e-5
DNA/DTC	Histoplasma capsulatum ES2_86Z	0.008749048
DNA/DTH	Histoplasma capsulatum ES2_86Z	0
DNA/DTM	Histoplasma capsulatum ES2_86Z	0.002084772
DNA/DTT	Histoplasma capsulatum ES2_86Z	0
DNA/Helitron	Histoplasma capsulatum ES2_86Z	0.001586346
LINE/unknown	Histoplasma capsulatum ES2_86Z	0.008632583
LTR/Copia	Histoplasma capsulatum ES2_86Z	0.009357924
LTR/Gypsy	Histoplasma capsulatum ES2_86Z	0.008969648
LTR/unknown	Histoplasma capsulatum ES2_86Z	0.198371012
Low_complexity	Histoplasma capsulatum ES2_86Z	0.002552669
MITE/DTM	Histoplasma capsulatum ES2_86Z	6.11e-4
Simple_repeat	Histoplasma capsulatum ES2_86Z	0.0093982
TIR/Tc1_Mariner	Histoplasma capsulatum ES2_86Z	0
Unknown	Histoplasma capsulatum ES2_86Z	0.09040173
MITE/DTC	Histoplasma capsulatum ES2_86Z	6.55e-5
MITE/DTH	Histoplasma capsulatum ES2_86Z	0
MITE/DTT	Histoplasma capsulatum ES2_86Z	2.58e-5
LTR/TRIM	Histoplasma capsulatum ES2_86Z	0
TIR/PiggyBac	Histoplasma capsulatum ES2_86Z	0
LTR/Copia_1	Histoplasma capsulatum ES2_86Z	0
LTR/Copia_2	Histoplasma capsulatum ES2_86Z	0
LTR/Copia_4	Histoplasma capsulatum ES2_86Z	0
LTR/Gypsy_1	Histoplasma capsulatum ES2_86Z	0
LTR/Gypsy_2	Histoplasma capsulatum ES2_86Z	0
LTR/Gypsy_3	Histoplasma capsulatum ES2_86Z	0
DNAauto/Helitron	Histoplasma capsulatum ES2_86Z	0
DNAnona/Helitron	Histoplasma capsulatum ES2_86Z	0
LTR/Solo	Histoplasma capsulatum ES2_86Z	0
MITE/DTA	Histoplasma capsulatum ES2_86Z	0
Satellite	Histoplasma capsulatum ES2_86Z	0
DNA/DTA	Histoplasma capsulatum ES2_88Z	0
DNA/DTC	Histoplasma capsulatum ES2_88Z	0.001319726
DNA/DTH	Histoplasma capsulatum ES2_88Z	0
DNA/DTM	Histoplasma capsulatum ES2_88Z	0.017131582
DNA/DTT	Histoplasma capsulatum ES2_88Z	0
DNA/Helitron	Histoplasma capsulatum ES2_88Z	0.015356282
LINE/unknown	Histoplasma capsulatum ES2_88Z	0.016715516
LTR/Copia	Histoplasma capsulatum ES2_88Z	8.76e-4
LTR/Gypsy	Histoplasma capsulatum ES2_88Z	0.121938713
LTR/unknown	Histoplasma capsulatum ES2_88Z	0.152943284
Low_complexity	Histoplasma capsulatum ES2_88Z	0.003238917
MITE/DTM	Histoplasma capsulatum ES2_88Z	2.78e-4
Simple_repeat	Histoplasma capsulatum ES2_88Z	0.011123737
TIR/Tc1_Mariner	Histoplasma capsulatum ES2_88Z	0
Unknown	Histoplasma capsulatum ES2_88Z	0.026927907
MITE/DTC	Histoplasma capsulatum ES2_88Z	1.01e-4
MITE/DTH	Histoplasma capsulatum ES2_88Z	0
MITE/DTT	Histoplasma capsulatum ES2_88Z	2.2e-5
LTR/TRIM	Histoplasma capsulatum ES2_88Z	0
TIR/PiggyBac	Histoplasma capsulatum ES2_88Z	0
LTR/Copia_1	Histoplasma capsulatum ES2_88Z	0
LTR/Copia_2	Histoplasma capsulatum ES2_88Z	0
LTR/Copia_4	Histoplasma capsulatum ES2_88Z	0
LTR/Gypsy_1	Histoplasma capsulatum ES2_88Z	0
LTR/Gypsy_2	Histoplasma capsulatum ES2_88Z	0
LTR/Gypsy_3	Histoplasma capsulatum ES2_88Z	0
DNAauto/Helitron	Histoplasma capsulatum ES2_88Z	0
DNAnona/Helitron	Histoplasma capsulatum ES2_88Z	0
LTR/Solo	Histoplasma capsulatum ES2_88Z	0
MITE/DTA	Histoplasma capsulatum ES2_88Z	0
Satellite	Histoplasma capsulatum ES2_88Z	0
DNA/DTA	Histoplasma capsulatum ES2_89Z	0
DNA/DTC	Histoplasma capsulatum ES2_89Z	0.01361781
DNA/DTH	Histoplasma capsulatum ES2_89Z	9.06e-5
DNA/DTM	Histoplasma capsulatum ES2_89Z	5.14e-4
DNA/DTT	Histoplasma capsulatum ES2_89Z	0
DNA/Helitron	Histoplasma capsulatum ES2_89Z	0.003280452
LINE/unknown	Histoplasma capsulatum ES2_89Z	0.01764222
LTR/Copia	Histoplasma capsulatum ES2_89Z	0.008177663
LTR/Gypsy	Histoplasma capsulatum ES2_89Z	0.080569374
LTR/unknown	Histoplasma capsulatum ES2_89Z	0.114630943
Low_complexity	Histoplasma capsulatum ES2_89Z	0.002878349
MITE/DTM	Histoplasma capsulatum ES2_89Z	9.75e-5
Simple_repeat	Histoplasma capsulatum ES2_89Z	0.010326054
TIR/Tc1_Mariner	Histoplasma capsulatum ES2_89Z	5.27e-4
Unknown	Histoplasma capsulatum ES2_89Z	0.032206962
MITE/DTC	Histoplasma capsulatum ES2_89Z	0
MITE/DTH	Histoplasma capsulatum ES2_89Z	0
MITE/DTT	Histoplasma capsulatum ES2_89Z	9.84e-6
LTR/TRIM	Histoplasma capsulatum ES2_89Z	0
TIR/PiggyBac	Histoplasma capsulatum ES2_89Z	0
LTR/Copia_1	Histoplasma capsulatum ES2_89Z	0
LTR/Copia_2	Histoplasma capsulatum ES2_89Z	0
LTR/Copia_4	Histoplasma capsulatum ES2_89Z	0
LTR/Gypsy_1	Histoplasma capsulatum ES2_89Z	0
LTR/Gypsy_2	Histoplasma capsulatum ES2_89Z	0
LTR/Gypsy_3	Histoplasma capsulatum ES2_89Z	0
DNAauto/Helitron	Histoplasma capsulatum ES2_89Z	0
DNAnona/Helitron	Histoplasma capsulatum ES2_89Z	0
LTR/Solo	Histoplasma capsulatum ES2_89Z	0
MITE/DTA	Histoplasma capsulatum ES2_89Z	0
Satellite	Histoplasma capsulatum ES2_89Z	1.7e-5
DNA/DTA	Histoplasma capsulatum ES2_90Z	3.14e-4
DNA/DTC	Histoplasma capsulatum ES2_90Z	0.008835234
DNA/DTH	Histoplasma capsulatum ES2_90Z	8.54e-4
DNA/DTM	Histoplasma capsulatum ES2_90Z	0.001620159
DNA/DTT	Histoplasma capsulatum ES2_90Z	6.57e-5
DNA/Helitron	Histoplasma capsulatum ES2_90Z	0.030710963
LINE/unknown	Histoplasma capsulatum ES2_90Z	0.007459641
LTR/Copia	Histoplasma capsulatum ES2_90Z	0.005146247
LTR/Gypsy	Histoplasma capsulatum ES2_90Z	0.039061112
LTR/unknown	Histoplasma capsulatum ES2_90Z	0.155345269
Low_complexity	Histoplasma capsulatum ES2_90Z	0.003311609
MITE/DTM	Histoplasma capsulatum ES2_90Z	2.06e-5
Simple_repeat	Histoplasma capsulatum ES2_90Z	0.010088816
TIR/Tc1_Mariner	Histoplasma capsulatum ES2_90Z	0
Unknown	Histoplasma capsulatum ES2_90Z	0.044449487
MITE/DTC	Histoplasma capsulatum ES2_90Z	1.09e-4
MITE/DTH	Histoplasma capsulatum ES2_90Z	0
MITE/DTT	Histoplasma capsulatum ES2_90Z	7e-6
LTR/TRIM	Histoplasma capsulatum ES2_90Z	0
TIR/PiggyBac	Histoplasma capsulatum ES2_90Z	0
LTR/Copia_1	Histoplasma capsulatum ES2_90Z	0
LTR/Copia_2	Histoplasma capsulatum ES2_90Z	0
LTR/Copia_4	Histoplasma capsulatum ES2_90Z	0
